experiment,date,model,temporal_modeling,augmentation,aug_version,transfer_learning,aug_flip,aug_rotation,aug_brightness,temporal_aug,label_smoothing,dropout,scheduler,train_signers,val_signers,lstm_hidden,batch_size,learning_rate,best_val_acc,lrcn_baseline_acc,aug_v1_acc,delta_from_lrcn,delta_from_v1,epochs_run,notes
04_lrcn_augmentation_v2,2026-05-05 17:41,LRCN + mild aug + label smoothing + cosine LR,True,True,v2_mild,False,0.3,8,0.15,False,0.1,0.3,CosineAnnealingLR,00-15,16-19,256,8,0.0001,7.36,8.53,5.43,-1.17,1.93,36,Mild aug + label smoothing + cosine LR + dropout 0.3. No temporal aug.
